group,sensitivity,group_type,boot_id
Other Hispanic,0.5422535211267606,race,3216
Other Race - Including Multi-Racial,0.5396825396825397,race,3216
Above 4x poverty line,0.3464052287581699,income,3216
Below poverty line,0.5701754385964912,income,3216
Middle (2-4x),0.48009950248756217,income,3216
Near poverty (1-2x),0.5466321243523317,income,3216
Mexican American,0.435,race,3217
Non-Hispanic Asian,0.4074074074074074,race,3217
Non-Hispanic Black,0.5930232558139535,race,3217
Non-Hispanic White,0.5732838589981447,race,3217
Other Hispanic,0.4859154929577465,race,3217
Other Race - Including Multi-Racial,0.5079365079365079,race,3217
Above 4x poverty line,0.33548387096774196,income,3217
Below poverty line,0.6057971014492753,income,3217
Middle (2-4x),0.4884910485933504,income,3217
Near poverty (1-2x),0.5892857142857143,income,3217
Mexican American,0.445,race,3218
Non-Hispanic Asian,0.35802469135802467,race,3218
Non-Hispanic Black,0.5852713178294574,race,3218
Non-Hispanic White,0.5844155844155844,race,3218
Other Hispanic,0.5211267605633803,race,3218
Other Race - Including Multi-Racial,0.49206349206349204,race,3218
Above 4x poverty line,0.39869281045751637,income,3218
Below poverty line,0.6246719160104987,income,3218
Middle (2-4x),0.45789473684210524,income,3218
Near poverty (1-2x),0.5853658536585366,income,3218
Mexican American,0.495,race,3219
Non-Hispanic Asian,0.345679012345679,race,3219
Non-Hispanic Black,0.5697674418604651,race,3219
Non-Hispanic White,0.5287569573283859,race,3219
Other Hispanic,0.4859154929577465,race,3219
Other Race - Including Multi-Racial,0.5873015873015873,race,3219
Above 4x poverty line,0.3263888888888889,income,3219
Below poverty line,0.5619596541786743,income,3219
Middle (2-4x),0.4557291666666667,income,3219
Near poverty (1-2x),0.6078431372549019,income,3219
Mexican American,0.44,race,3220
Non-Hispanic Asian,0.30864197530864196,race,3220
Non-Hispanic Black,0.5581395348837209,race,3220
Non-Hispanic White,0.5398886827458256,race,3220
Other Hispanic,0.528169014084507,race,3220
Other Race - Including Multi-Racial,0.6190476190476191,race,3220
Above 4x poverty line,0.3072289156626506,income,3220
Below poverty line,0.6246498599439776,income,3220
Middle (2-4x),0.45595854922279794,income,3220
Near poverty (1-2x),0.5668449197860963,income,3220
Mexican American,0.435,race,3221
Non-Hispanic Asian,0.3333333333333333,race,3221
Non-Hispanic Black,0.562015503875969,race,3221
Non-Hispanic White,0.5640074211502782,race,3221
Other Hispanic,0.4859154929577465,race,3221
Other Race - Including Multi-Racial,0.5396825396825397,race,3221
Above 4x poverty line,0.3402777777777778,income,3221
Below poverty line,0.5854341736694678,income,3221
Middle (2-4x),0.4577114427860697,income,3221
Near poverty (1-2x),0.5894736842105263,income,3221
Mexican American,0.49,race,3222
Non-Hispanic Asian,0.345679012345679,race,3222
Non-Hispanic Black,0.5697674418604651,race,3222
Non-Hispanic White,0.536178107606679,race,3222
Other Hispanic,0.5492957746478874,race,3222
Other Race - Including Multi-Racial,0.5873015873015873,race,3222
Above 4x poverty line,0.3137254901960784,income,3222
Below poverty line,0.5994397759103641,income,3222
Middle (2-4x),0.4884910485933504,income,3222
Near poverty (1-2x),0.5863874345549738,income,3222
Mexican American,0.46,race,3223
Non-Hispanic Asian,0.2839506172839506,race,3223
Non-Hispanic Black,0.5542635658914729,race,3223
Non-Hispanic White,0.5677179962894249,race,3223
Other Hispanic,0.5492957746478874,race,3223
Other Race - Including Multi-Racial,0.5555555555555556,race,3223
Above 4x poverty line,0.3469387755102041,income,3223
Below poverty line,0.625,income,3223
Middle (2-4x),0.47901234567901235,income,3223
Near poverty (1-2x),0.5593667546174143,income,3223
Mexican American,0.47,race,3224
Non-Hispanic Asian,0.38271604938271603,race,3224
Non-Hispanic Black,0.5155038759689923,race,3224
Non-Hispanic White,0.5510204081632653,race,3224
Other Hispanic,0.5704225352112676,race,3224
Other Race - Including Multi-Racial,0.5238095238095238,race,3224
Above 4x poverty line,0.3390804597701149,income,3224
Below poverty line,0.5877192982456141,income,3224
Middle (2-4x),0.4730077120822622,income,3224
Near poverty (1-2x),0.5952380952380952,income,3224
Mexican American,0.405,race,3225
Non-Hispanic Asian,0.345679012345679,race,3225
Non-Hispanic Black,0.5426356589147286,race,3225
Non-Hispanic White,0.5510204081632653,race,3225
Other Hispanic,0.5563380281690141,race,3225
Other Race - Including Multi-Racial,0.5238095238095238,race,3225
Above 4x poverty line,0.3815789473684211,income,3225
Below poverty line,0.5537190082644629,income,3225
Middle (2-4x),0.4819277108433735,income,3225
Near poverty (1-2x),0.5637393767705382,income,3225
Mexican American,0.415,race,3226
Non-Hispanic Asian,0.35802469135802467,race,3226
Non-Hispanic Black,0.5465116279069767,race,3226
Non-Hispanic White,0.5788497217068646,race,3226
Other Hispanic,0.5563380281690141,race,3226
Other Race - Including Multi-Racial,0.47619047619047616,race,3226
Above 4x poverty line,0.34104046242774566,income,3226
Below poverty line,0.5795454545454546,income,3226
Middle (2-4x),0.529126213592233,income,3226
Near poverty (1-2x),0.5578034682080925,income,3226
Mexican American,0.455,race,3227
Non-Hispanic Asian,0.4074074074074074,race,3227
Non-Hispanic Black,0.49612403100775193,race,3227
Non-Hispanic White,0.5027829313543599,race,3227
Other Hispanic,0.5140845070422535,race,3227
Other Race - Including Multi-Racial,0.47619047619047616,race,3227
Above 4x poverty line,0.27071823204419887,income,3227
Below poverty line,0.5786516853932584,income,3227
Middle (2-4x),0.4453551912568306,income,3227
Near poverty (1-2x),0.5473684210526316,income,3227
Mexican American,0.495,race,3228
Non-Hispanic Asian,0.32098765432098764,race,3228
Non-Hispanic Black,0.5930232558139535,race,3228
Non-Hispanic White,0.4972170686456401,race,3228
Other Hispanic,0.5422535211267606,race,3228
Other Race - Including Multi-Racial,0.49206349206349204,race,3228
Above 4x poverty line,0.2974683544303797,income,3228
Below poverty line,0.6049723756906077,income,3228
Middle (2-4x),0.4529262086513995,income,3228
Near poverty (1-2x),0.5675675675675675,income,3228
Mexican American,0.485,race,3229
Non-Hispanic Asian,0.2962962962962963,race,3229
Non-Hispanic Black,0.5310077519379846,race,3229
Non-Hispanic White,0.5732838589981447,race,3229
Other Hispanic,0.5422535211267606,race,3229
Other Race - Including Multi-Racial,0.49206349206349204,race,3229
Above 4x poverty line,0.3509933774834437,income,3229
Below poverty line,0.6017441860465116,income,3229
Middle (2-4x),0.4724220623501199,income,3229
Near poverty (1-2x),0.5876010781671159,income,3229
Mexican American,0.505,race,3230
Non-Hispanic Asian,0.3333333333333333,race,3230
Non-Hispanic Black,0.5271317829457365,race,3230
Non-Hispanic White,0.562152133580705,race,3230
Other Hispanic,0.5422535211267606,race,3230
Other Race - Including Multi-Racial,0.5555555555555556,race,3230
Above 4x poverty line,0.36879432624113473,income,3230
Below poverty line,0.603448275862069,income,3230
Middle (2-4x),0.47836538461538464,income,3230
Near poverty (1-2x),0.5767195767195767,income,3230
Mexican American,0.465,race,3231
Non-Hispanic Asian,0.345679012345679,race,3231
Non-Hispanic Black,0.5736434108527132,race,3231
Non-Hispanic White,0.5194805194805194,race,3231
Other Hispanic,0.5352112676056338,race,3231
Other Race - Including Multi-Racial,0.5555555555555556,race,3231
Above 4x poverty line,0.3488372093023256,income,3231
Below poverty line,0.6072423398328691,income,3231
Middle (2-4x),0.46408839779005523,income,3231
Near poverty (1-2x),0.5487179487179488,income,3231
Mexican American,0.485,race,3232
Non-Hispanic Asian,0.35802469135802467,race,3232
Non-Hispanic Black,0.5426356589147286,race,3232
Non-Hispanic White,0.5380333951762524,race,3232
Other Hispanic,0.5563380281690141,race,3232
Other Race - Including Multi-Racial,0.5873015873015873,race,3232
Above 4x poverty line,0.26973684210526316,income,3232
Below poverty line,0.5861111111111111,income,3232
Middle (2-4x),0.5137844611528822,income,3232
Near poverty (1-2x),0.5779569892473119,income,3232
Mexican American,0.515,race,3233
Non-Hispanic Asian,0.41975308641975306,race,3233
Non-Hispanic Black,0.5658914728682171,race,3233
Non-Hispanic White,0.5454545454545454,race,3233
Other Hispanic,0.5492957746478874,race,3233
Other Race - Including Multi-Racial,0.4444444444444444,race,3233
Above 4x poverty line,0.38509316770186336,income,3233
Below poverty line,0.579250720461095,income,3233
Middle (2-4x),0.4806201550387597,income,3233
Near poverty (1-2x),0.6030927835051546,income,3233
Mexican American,0.44,race,3234
Non-Hispanic Asian,0.30864197530864196,race,3234
Non-Hispanic Black,0.5775193798449613,race,3234
Non-Hispanic White,0.5213358070500927,race,3234
Other Hispanic,0.49295774647887325,race,3234
Other Race - Including Multi-Racial,0.47619047619047616,race,3234
Above 4x poverty line,0.3614457831325301,income,3234
Below poverty line,0.5878962536023055,income,3234
Middle (2-4x),0.45409429280397023,income,3234
Near poverty (1-2x),0.5340599455040872,income,3234
Mexican American,0.43,race,3235
Non-Hispanic Asian,0.2839506172839506,race,3235
Non-Hispanic Black,0.562015503875969,race,3235
Non-Hispanic White,0.5417439703153989,race,3235
Other Hispanic,0.5211267605633803,race,3235
Other Race - Including Multi-Racial,0.5714285714285714,race,3235
Above 4x poverty line,0.29559748427672955,income,3235
Below poverty line,0.60790273556231,income,3235
Middle (2-4x),0.46798029556650245,income,3235
Near poverty (1-2x),0.5629820051413882,income,3235
Mexican American,0.45,race,3236
Non-Hispanic Asian,0.3950617283950617,race,3236
Non-Hispanic Black,0.5503875968992248,race,3236
Non-Hispanic White,0.5547309833024119,race,3236
Other Hispanic,0.5845070422535211,race,3236
Other Race - Including Multi-Racial,0.5238095238095238,race,3236
Above 4x poverty line,0.3333333333333333,income,3236
Below poverty line,0.638121546961326,income,3236
Middle (2-4x),0.4732620320855615,income,3236
Near poverty (1-2x),0.5672823218997362,income,3236
Mexican American,0.465,race,3237
Non-Hispanic Asian,0.4074074074074074,race,3237
Non-Hispanic Black,0.5232558139534884,race,3237
Non-Hispanic White,0.5584415584415584,race,3237
Other Hispanic,0.5492957746478874,race,3237
Other Race - Including Multi-Racial,0.5238095238095238,race,3237
Above 4x poverty line,0.3167701863354037,income,3237
Below poverty line,0.5804597701149425,income,3237
Middle (2-4x),0.49370277078085645,income,3237
Near poverty (1-2x),0.5941644562334217,income,3237
Mexican American,0.435,race,3238
Non-Hispanic Asian,0.345679012345679,race,3238
Non-Hispanic Black,0.5542635658914729,race,3238
Non-Hispanic White,0.5343228200371057,race,3238
Other Hispanic,0.5492957746478874,race,3238
Other Race - Including Multi-Racial,0.47619047619047616,race,3238
Above 4x poverty line,0.345679012345679,income,3238
Below poverty line,0.5953079178885631,income,3238
Middle (2-4x),0.4585365853658537,income,3238
Near poverty (1-2x),0.5594594594594594,income,3238
Mexican American,0.445,race,3239
Non-Hispanic Asian,0.32098765432098764,race,3239
Non-Hispanic Black,0.5155038759689923,race,3239
Non-Hispanic White,0.5547309833024119,race,3239
Other Hispanic,0.5211267605633803,race,3239
Other Race - Including Multi-Racial,0.5555555555555556,race,3239
Above 4x poverty line,0.391812865497076,income,3239
Below poverty line,0.5934065934065934,income,3239
Middle (2-4x),0.4461942257217848,income,3239
Near poverty (1-2x),0.553133514986376,income,3239
Mexican American,0.45,race,3240
Non-Hispanic Asian,0.35802469135802467,race,3240
Non-Hispanic Black,0.5116279069767442,race,3240
Non-Hispanic White,0.5454545454545454,race,3240
Other Hispanic,0.5492957746478874,race,3240
Other Race - Including Multi-Racial,0.5079365079365079,race,3240
Above 4x poverty line,0.36942675159235666,income,3240
Below poverty line,0.597667638483965,income,3240
Middle (2-4x),0.45454545454545453,income,3240
Near poverty (1-2x),0.550531914893617,income,3240
Mexican American,0.42,race,3241
Non-Hispanic Asian,0.3333333333333333,race,3241
Non-Hispanic Black,0.5271317829457365,race,3241
Non-Hispanic White,0.5380333951762524,race,3241
Other Hispanic,0.4647887323943662,race,3241
Other Race - Including Multi-Racial,0.6031746031746031,race,3241
Above 4x poverty line,0.3246753246753247,income,3241
Below poverty line,0.5472222222222223,income,3241
Middle (2-4x),0.5012722646310432,income,3241
Near poverty (1-2x),0.523936170212766,income,3241
Mexican American,0.405,race,3242
Non-Hispanic Asian,0.32098765432098764,race,3242
Non-Hispanic Black,0.5658914728682171,race,3242
Non-Hispanic White,0.5454545454545454,race,3242
Other Hispanic,0.5563380281690141,race,3242
Other Race - Including Multi-Racial,0.5396825396825397,race,3242
Above 4x poverty line,0.32727272727272727,income,3242
Below poverty line,0.6067415730337079,income,3242
Middle (2-4x),0.47297297297297297,income,3242
Near poverty (1-2x),0.548469387755102,income,3242
Mexican American,0.41,race,3243
Non-Hispanic Asian,0.35802469135802467,race,3243
Non-Hispanic Black,0.5271317829457365,race,3243
Non-Hispanic White,0.5473098330241187,race,3243
Other Hispanic,0.5563380281690141,race,3243
Other Race - Including Multi-Racial,0.5873015873015873,race,3243
Above 4x poverty line,0.3081761006289308,income,3243
Below poverty line,0.5831062670299727,income,3243
Middle (2-4x),0.47956403269754766,income,3243
Near poverty (1-2x),0.5615384615384615,income,3243
Mexican American,0.485,race,3244
Non-Hispanic Asian,0.30864197530864196,race,3244
Non-Hispanic Black,0.5387596899224806,race,3244
Non-Hispanic White,0.5695732838589982,race,3244
Other Hispanic,0.5352112676056338,race,3244
Other Race - Including Multi-Racial,0.49206349206349204,race,3244
Above 4x poverty line,0.3148148148148148,income,3244
Below poverty line,0.6099706744868035,income,3244
Middle (2-4x),0.48877805486284287,income,3244
Near poverty (1-2x),0.5804749340369393,income,3244
Mexican American,0.425,race,3245
Non-Hispanic Asian,0.2839506172839506,race,3245
Non-Hispanic Black,0.5426356589147286,race,3245
Non-Hispanic White,0.5602968460111317,race,3245
Other Hispanic,0.528169014084507,race,3245
Other Race - Including Multi-Racial,0.38095238095238093,race,3245
Above 4x poverty line,0.3464052287581699,income,3245
Below poverty line,0.5833333333333334,income,3245
Middle (2-4x),0.4650602409638554,income,3245
Near poverty (1-2x),0.5449591280653951,income,3245
Mexican American,0.45,race,3246
Non-Hispanic Asian,0.37037037037037035,race,3246
Non-Hispanic Black,0.5426356589147286,race,3246
Non-Hispanic White,0.5695732838589982,race,3246
Other Hispanic,0.5845070422535211,race,3246
Other Race - Including Multi-Racial,0.5555555555555556,race,3246
Above 4x poverty line,0.3170731707317073,income,3246
Below poverty line,0.6175637393767706,income,3246
Middle (2-4x),0.5324675324675324,income,3246
Near poverty (1-2x),0.5511811023622047,income,3246
Mexican American,0.44,race,3247
Non-Hispanic Asian,0.2962962962962963,race,3247
Non-Hispanic Black,0.5697674418604651,race,3247
Non-Hispanic White,0.5602968460111317,race,3247
Other Hispanic,0.5704225352112676,race,3247
Other Race - Including Multi-Racial,0.5396825396825397,race,3247
Above 4x poverty line,0.3619631901840491,income,3247
Below poverty line,0.590778097982709,income,3247
Middle (2-4x),0.4830287206266319,income,3247
Near poverty (1-2x),0.5820512820512821,income,3247
Mexican American,0.435,race,3248
Non-Hispanic Asian,0.2839506172839506,race,3248
Non-Hispanic Black,0.5542635658914729,race,3248
Non-Hispanic White,0.4972170686456401,race,3248
Other Hispanic,0.5070422535211268,race,3248
Other Race - Including Multi-Racial,0.5396825396825397,race,3248
Above 4x poverty line,0.2914285714285714,income,3248
Below poverty line,0.5255681818181818,income,3248
Middle (2-4x),0.42036553524804177,income,3248
Near poverty (1-2x),0.6166219839142091,income,3248
Mexican American,0.45,race,3249
Non-Hispanic Asian,0.4074074074074074,race,3249
Non-Hispanic Black,0.5310077519379846,race,3249
Non-Hispanic White,0.5343228200371057,race,3249
Other Hispanic,0.5140845070422535,race,3249
Other Race - Including Multi-Racial,0.5396825396825397,race,3249
Above 4x poverty line,0.35542168674698793,income,3249
Below poverty line,0.5850340136054422,income,3249
Middle (2-4x),0.4563106796116505,income,3249
Near poverty (1-2x),0.5742092457420924,income,3249
Mexican American,0.47,race,3250
Non-Hispanic Asian,0.2716049382716049,race,3250
Non-Hispanic Black,0.5891472868217055,race,3250
Non-Hispanic White,0.5417439703153989,race,3250
Other Hispanic,0.49295774647887325,race,3250
Other Race - Including Multi-Racial,0.47619047619047616,race,3250
Above 4x poverty line,0.2721518987341772,income,3250
Below poverty line,0.5542521994134897,income,3250
Middle (2-4x),0.5063613231552163,income,3250
Near poverty (1-2x),0.5856777493606138,income,3250
Mexican American,0.415,race,3251
Non-Hispanic Asian,0.32098765432098764,race,3251
Non-Hispanic Black,0.5348837209302325,race,3251
Non-Hispanic White,0.5510204081632653,race,3251
Other Hispanic,0.5211267605633803,race,3251
Other Race - Including Multi-Racial,0.5079365079365079,race,3251
Above 4x poverty line,0.4444444444444444,income,3251
Below poverty line,0.5718654434250765,income,3251
Middle (2-4x),0.4621026894865526,income,3251
Near poverty (1-2x),0.5228426395939086,income,3251
Mexican American,0.41,race,3252
Non-Hispanic Asian,0.345679012345679,race,3252
Non-Hispanic Black,0.5310077519379846,race,3252
Non-Hispanic White,0.5714285714285714,race,3252
Other Hispanic,0.5845070422535211,race,3252
Other Race - Including Multi-Racial,0.5714285714285714,race,3252
Above 4x poverty line,0.31125827814569534,income,3252
Below poverty line,0.589041095890411,income,3252
Middle (2-4x),0.47692307692307695,income,3252
Near poverty (1-2x),0.5994694960212201,income,3252
Mexican American,0.47,race,3253
Non-Hispanic Asian,0.2839506172839506,race,3253
Non-Hispanic Black,0.5232558139534884,race,3253
Non-Hispanic White,0.5213358070500927,race,3253
Other Hispanic,0.5563380281690141,race,3253
Other Race - Including Multi-Racial,0.49206349206349204,race,3253
Above 4x poverty line,0.32051282051282054,income,3253
Below poverty line,0.5738161559888579,income,3253
Middle (2-4x),0.46954314720812185,income,3253
Near poverty (1-2x),0.5401069518716578,income,3253
Mexican American,0.445,race,3254
Non-Hispanic Asian,0.35802469135802467,race,3254
Non-Hispanic Black,0.5658914728682171,race,3254
Non-Hispanic White,0.5473098330241187,race,3254
Other Hispanic,0.5704225352112676,race,3254
Other Race - Including Multi-Racial,0.6031746031746031,race,3254
Above 4x poverty line,0.33974358974358976,income,3254
Below poverty line,0.6118980169971672,income,3254
Middle (2-4x),0.46564885496183206,income,3254
Near poverty (1-2x),0.5931758530183727,income,3254
Mexican American,0.4,race,3255
Non-Hispanic Asian,0.41975308641975306,race,3255
Non-Hispanic Black,0.6046511627906976,race,3255
Non-Hispanic White,0.5176252319109462,race,3255
Other Hispanic,0.6197183098591549,race,3255
Other Race - Including Multi-Racial,0.5238095238095238,race,3255
Above 4x poverty line,0.37222222222222223,income,3255
Below poverty line,0.5943661971830986,income,3255
Middle (2-4x),0.46774193548387094,income,3255
Near poverty (1-2x),0.5797872340425532,income,3255
Mexican American,0.405,race,3256
Non-Hispanic Asian,0.35802469135802467,race,3256
Non-Hispanic Black,0.5697674418604651,race,3256
Non-Hispanic White,0.5510204081632653,race,3256
Other Hispanic,0.5352112676056338,race,3256
Other Race - Including Multi-Racial,0.5714285714285714,race,3256
Above 4x poverty line,0.36423841059602646,income,3256
Below poverty line,0.5994397759103641,income,3256
Middle (2-4x),0.48677248677248675,income,3256
Near poverty (1-2x),0.5365239294710328,income,3256
Mexican American,0.45,race,3257
Non-Hispanic Asian,0.35802469135802467,race,3257
Non-Hispanic Black,0.5426356589147286,race,3257
Non-Hispanic White,0.5398886827458256,race,3257
Other Hispanic,0.5211267605633803,race,3257
Other Race - Including Multi-Racial,0.5555555555555556,race,3257
Above 4x poverty line,0.33986928104575165,income,3257
Below poverty line,0.6099706744868035,income,3257
Middle (2-4x),0.41361256544502617,income,3257
Near poverty (1-2x),0.5921375921375921,income,3257
Mexican American,0.435,race,3258
Non-Hispanic Asian,0.25925925925925924,race,3258
Non-Hispanic Black,0.5542635658914729,race,3258
Non-Hispanic White,0.5398886827458256,race,3258
Other Hispanic,0.5,race,3258
Other Race - Including Multi-Racial,0.6349206349206349,race,3258
Above 4x poverty line,0.36774193548387096,income,3258
Below poverty line,0.5902578796561605,income,3258
Middle (2-4x),0.4601542416452442,income,3258
Near poverty (1-2x),0.541025641025641,income,3258
Mexican American,0.425,race,3259
Non-Hispanic Asian,0.4074074074074074,race,3259
Non-Hispanic Black,0.5658914728682171,race,3259
Non-Hispanic White,0.5862708719851577,race,3259
Other Hispanic,0.5352112676056338,race,3259
Other Race - Including Multi-Racial,0.5555555555555556,race,3259
Above 4x poverty line,0.40397350993377484,income,3259
Below poverty line,0.5959302325581395,income,3259
Middle (2-4x),0.4856396866840731,income,3259
Near poverty (1-2x),0.5901234567901235,income,3259
Mexican American,0.47,race,3260
Non-Hispanic Asian,0.37037037037037035,race,3260
Non-Hispanic Black,0.5697674418604651,race,3260
Non-Hispanic White,0.5250463821892394,race,3260
Other Hispanic,0.47183098591549294,race,3260
Other Race - Including Multi-Racial,0.5396825396825397,race,3260
Above 4x poverty line,0.36942675159235666,income,3260
Below poverty line,0.5867052023121387,income,3260
Middle (2-4x),0.47058823529411764,income,3260
Near poverty (1-2x),0.543010752688172,income,3260
Mexican American,0.44,race,3261
Non-Hispanic Asian,0.38271604938271603,race,3261
Non-Hispanic Black,0.5697674418604651,race,3261
Non-Hispanic White,0.5640074211502782,race,3261
Other Hispanic,0.5633802816901409,race,3261
Other Race - Including Multi-Racial,0.6190476190476191,race,3261
Above 4x poverty line,0.3235294117647059,income,3261
Below poverty line,0.6456456456456456,income,3261
Middle (2-4x),0.49230769230769234,income,3261
Near poverty (1-2x),0.5820512820512821,income,3261
Mexican American,0.475,race,3262
Non-Hispanic Asian,0.25925925925925924,race,3262
Non-Hispanic Black,0.5503875968992248,race,3262
Non-Hispanic White,0.5398886827458256,race,3262
Other Hispanic,0.5422535211267606,race,3262
Other Race - Including Multi-Racial,0.42857142857142855,race,3262
Above 4x poverty line,0.34782608695652173,income,3262
Below poverty line,0.564327485380117,income,3262
Middle (2-4x),0.4682926829268293,income,3262
Near poverty (1-2x),0.572972972972973,income,3262
Mexican American,0.41,race,3263
Non-Hispanic Asian,0.2962962962962963,race,3263
Non-Hispanic Black,0.562015503875969,race,3263
Non-Hispanic White,0.5194805194805194,race,3263
Other Hispanic,0.5070422535211268,race,3263
Other Race - Including Multi-Racial,0.6190476190476191,race,3263
Above 4x poverty line,0.3314917127071823,income,3263
Below poverty line,0.5422740524781341,income,3263
Middle (2-4x),0.4639175257731959,income,3263
Near poverty (1-2x),0.5822102425876011,income,3263
Mexican American,0.475,race,3264
Non-Hispanic Asian,0.35802469135802467,race,3264
Non-Hispanic Black,0.5465116279069767,race,3264
Non-Hispanic White,0.549165120593692,race,3264
Other Hispanic,0.5352112676056338,race,3264
Other Race - Including Multi-Racial,0.6349206349206349,race,3264
Above 4x poverty line,0.39855072463768115,income,3264
Below poverty line,0.6206896551724138,income,3264
Middle (2-4x),0.4770408163265306,income,3264
Near poverty (1-2x),0.5407407407407407,income,3264
Mexican American,0.455,race,3265
Non-Hispanic Asian,0.35802469135802467,race,3265
Non-Hispanic Black,0.5697674418604651,race,3265
Non-Hispanic White,0.549165120593692,race,3265
Other Hispanic,0.5352112676056338,race,3265
Other Race - Including Multi-Racial,0.5714285714285714,race,3265
Above 4x poverty line,0.36666666666666664,income,3265
Below poverty line,0.6118980169971672,income,3265
Middle (2-4x),0.5,income,3265
Near poverty (1-2x),0.5360824742268041,income,3265
Mexican American,0.47,race,3266
Non-Hispanic Asian,0.345679012345679,race,3266
Non-Hispanic Black,0.5271317829457365,race,3266
Non-Hispanic White,0.5435992578849722,race,3266
Other Hispanic,0.4647887323943662,race,3266
Other Race - Including Multi-Racial,0.4444444444444444,race,3266
Above 4x poverty line,0.3575757575757576,income,3266
Below poverty line,0.5773809523809523,income,3266
Middle (2-4x),0.47146401985111663,income,3266
Near poverty (1-2x),0.5329815303430079,income,3266
Mexican American,0.45,race,3267
Non-Hispanic Asian,0.38271604938271603,race,3267
Non-Hispanic Black,0.5116279069767442,race,3267
Non-Hispanic White,0.5714285714285714,race,3267
Other Hispanic,0.5140845070422535,race,3267
Other Race - Including Multi-Racial,0.5873015873015873,race,3267
Above 4x poverty line,0.3076923076923077,income,3267
Below poverty line,0.5855614973262032,income,3267
Middle (2-4x),0.5185185185185185,income,3267
Near poverty (1-2x),0.5546666666666666,income,3267
Mexican American,0.475,race,3268
Non-Hispanic Asian,0.38271604938271603,race,3268
Non-Hispanic Black,0.5542635658914729,race,3268
Non-Hispanic White,0.5027829313543599,race,3268
Other Hispanic,0.5140845070422535,race,3268
Other Race - Including Multi-Racial,0.5714285714285714,race,3268
Above 4x poverty line,0.30357142857142855,income,3268
Below poverty line,0.5774647887323944,income,3268
Middle (2-4x),0.4738219895287958,income,3268
Near poverty (1-2x),0.5608465608465608,income,3268
Mexican American,0.49,race,3269
Non-Hispanic Asian,0.32098765432098764,race,3269
Non-Hispanic Black,0.4883720930232558,race,3269
Non-Hispanic White,0.5083487940630798,race,3269
Other Hispanic,0.5070422535211268,race,3269
Other Race - Including Multi-Racial,0.5079365079365079,race,3269
Above 4x poverty line,0.3170731707317073,income,3269
Below poverty line,0.6072423398328691,income,3269
Middle (2-4x),0.41362530413625304,income,3269
Near poverty (1-2x),0.5386819484240688,income,3269
Mexican American,0.41,race,3270
Non-Hispanic Asian,0.3333333333333333,race,3270
Non-Hispanic Black,0.5038759689922481,race,3270
Non-Hispanic White,0.575139146567718,race,3270
Other Hispanic,0.6549295774647887,race,3270
Other Race - Including Multi-Racial,0.6190476190476191,race,3270
Above 4x poverty line,0.43448275862068964,income,3270
Below poverty line,0.5735735735735735,income,3270
Middle (2-4x),0.4962962962962963,income,3270
Near poverty (1-2x),0.565,income,3270
Mexican American,0.435,race,3271
Non-Hispanic Asian,0.32098765432098764,race,3271
Non-Hispanic Black,0.5542635658914729,race,3271
Non-Hispanic White,0.549165120593692,race,3271
Other Hispanic,0.5633802816901409,race,3271
Other Race - Including Multi-Racial,0.6031746031746031,race,3271
Above 4x poverty line,0.38509316770186336,income,3271
Below poverty line,0.5750708215297451,income,3271
Middle (2-4x),0.49743589743589745,income,3271
Near poverty (1-2x),0.5567282321899736,income,3271
Mexican American,0.46,race,3272
Non-Hispanic Asian,0.3333333333333333,race,3272
Non-Hispanic Black,0.5813953488372093,race,3272
Non-Hispanic White,0.5417439703153989,race,3272
Other Hispanic,0.5492957746478874,race,3272
Other Race - Including Multi-Racial,0.5079365079365079,race,3272
Above 4x poverty line,0.36129032258064514,income,3272
Below poverty line,0.6047197640117994,income,3272
Middle (2-4x),0.49370277078085645,income,3272
Near poverty (1-2x),0.5459183673469388,income,3272
Mexican American,0.47,race,3273
Non-Hispanic Asian,0.30864197530864196,race,3273
Non-Hispanic Black,0.5503875968992248,race,3273
Non-Hispanic White,0.5269016697588126,race,3273
Other Hispanic,0.5563380281690141,race,3273
Other Race - Including Multi-Racial,0.47619047619047616,race,3273
Above 4x poverty line,0.34355828220858897,income,3273
Below poverty line,0.5905044510385756,income,3273
Middle (2-4x),0.47435897435897434,income,3273
Near poverty (1-2x),0.544529262086514,income,3273
Mexican American,0.49,race,3274
Non-Hispanic Asian,0.37037037037037035,race,3274
Non-Hispanic Black,0.5697674418604651,race,3274
Non-Hispanic White,0.5417439703153989,race,3274
Other Hispanic,0.5,race,3274
Other Race - Including Multi-Racial,0.5079365079365079,race,3274
Above 4x poverty line,0.2967032967032967,income,3274
Below poverty line,0.6011730205278593,income,3274
Middle (2-4x),0.48860759493670886,income,3274
Near poverty (1-2x),0.5972602739726027,income,3274
Mexican American,0.47,race,3275
Non-Hispanic Asian,0.4074074074074074,race,3275
Non-Hispanic Black,0.5426356589147286,race,3275
Non-Hispanic White,0.5435992578849722,race,3275
Other Hispanic,0.5422535211267606,race,3275
Other Race - Including Multi-Racial,0.5873015873015873,race,3275
Above 4x poverty line,0.3772455089820359,income,3275
Below poverty line,0.5743440233236151,income,3275
Middle (2-4x),0.5211640211640212,income,3275
Near poverty (1-2x),0.549367088607595,income,3275
Mexican American,0.47,race,3276
Non-Hispanic Asian,0.43209876543209874,race,3276
Non-Hispanic Black,0.49224806201550386,race,3276
Non-Hispanic White,0.5435992578849722,race,3276
