group,sensitivity,group_type,boot_id
Mexican American,0.44,race,3885
Non-Hispanic Asian,0.30864197530864196,race,3885
Non-Hispanic Black,0.5077519379844961,race,3885
Non-Hispanic White,0.5176252319109462,race,3885
Other Hispanic,0.5352112676056338,race,3885
Other Race - Including Multi-Racial,0.5079365079365079,race,3885
Above 4x poverty line,0.30409356725146197,income,3885
Below poverty line,0.5527065527065527,income,3885
Middle (2-4x),0.4665012406947891,income,3885
Near poverty (1-2x),0.55027932960893855,income,3885
Mexican American,0.44,race,3886
Non-Hispanic Asian,0.30864197530864196,race,3886
Non-Hispanic Black,0.5348837209302325,race,3886
Non-Hispanic White,0.5510204081632653,race,3886
Other Hispanic,0.4859154929577465,race,3886
Other Race - Including Multi-Racial,0.5396825396825397,race,3886
Above 4x poverty line,0.38461538461538464,income,3886
Below poverty line,0.571830985915493,income,3886
Middle (2-4x),0.47699757869249393,income,3886
Near poverty (1-2x),0.522077922077922,income,3886
Mexican American,0.445,race,3887
Non-Hispanic Asian,0.2839506172839506,race,3887
Non-Hispanic Black,0.5775193798449613,race,3887
Non-Hispanic White,0.536178107606679,race,3887
Other Hispanic,0.5915492957746479,race,3887
Other Race - Including Multi-Racial,0.5396825396825397,race,3887
Above 4x poverty line,0.3120567375886525,income,3887
Below poverty line,0.6225352112676056,income,3887
Middle (2-4x),0.45965770171149145,income,3887
Near poverty (1-2x),0.5687830687830688,income,3887
Mexican American,0.47,race,3888
Non-Hispanic Asian,0.2962962962962963,race,3888
Non-Hispanic Black,0.5581395348837209,race,3888
Non-Hispanic White,0.5454545454545454,race,3888
Other Hispanic,0.5845070422535211,race,3888
Other Race - Including Multi-Racial,0.6190476190476191,race,3888
Above 4x poverty line,0.3246753246753247,income,3888
Below poverty line,0.5876010781671159,income,3888
Middle (2-4x),0.5163934426229508,income,3888
Near poverty (1-2x),0.5637755102040817,income,3888
Mexican American,0.48,race,3889
Non-Hispanic Asian,0.38271604938271603,race,3889
Non-Hispanic Black,0.5581395348837209,race,3889
Non-Hispanic White,0.549165120593692,race,3889
Other Hispanic,0.5563380281690141,race,3889
Other Race - Including Multi-Racial,0.5873015873015873,race,3889
Above 4x poverty line,0.3961038961038961,income,3889
Below poverty line,0.59375,income,3889
Middle (2-4x),0.5187032418952618,income,3889
Near poverty (1-2x),0.5452127659574468,income,3889
Mexican American,0.4,race,3890
Non-Hispanic Asian,0.2962962962962963,race,3890
Non-Hispanic Black,0.5503875968992248,race,3890
Non-Hispanic White,0.5324675324675324,race,3890
Other Hispanic,0.4788732394366197,race,3890
Other Race - Including Multi-Racial,0.5079365079365079,race,3890
Above 4x poverty line,0.33125,income,3890
Below poverty line,0.5227272727272727,income,3890
Middle (2-4x),0.4467005076142132,income,3890
Near poverty (1-2x),0.583554376657825,income,3890
Mexican American,0.465,race,3891
Non-Hispanic Asian,0.2839506172839506,race,3891
Non-Hispanic Black,0.5465116279069767,race,3891
Non-Hispanic White,0.5231910946196661,race,3891
Other Hispanic,0.5211267605633803,race,3891
Other Race - Including Multi-Racial,0.49206349206349204,race,3891
Above 4x poverty line,0.3333333333333333,income,3891
Below poverty line,0.6172106824925816,income,3891
Middle (2-4x),0.4520884520884521,income,3891
Near poverty (1-2x),0.5221932114882507,income,3891
Mexican American,0.43,race,3892
Non-Hispanic Asian,0.345679012345679,race,3892
Non-Hispanic Black,0.5852713178294574,race,3892
Non-Hispanic White,0.5435992578849722,race,3892
Other Hispanic,0.5845070422535211,race,3892
Other Race - Including Multi-Racial,0.6031746031746031,race,3892
Above 4x poverty line,0.3424657534246575,income,3892
Below poverty line,0.6,income,3892
Middle (2-4x),0.4975247524752475,income,3892
Near poverty (1-2x),0.5674931129476584,income,3892
Mexican American,0.435,race,3893
Non-Hispanic Asian,0.43209876543209874,race,3893
Non-Hispanic Black,0.5271317829457365,race,3893
Non-Hispanic White,0.5046382189239332,race,3893
Other Hispanic,0.5211267605633803,race,3893
Other Race - Including Multi-Racial,0.5555555555555556,race,3893
Above 4x poverty line,0.3270440251572327,income,3893
Below poverty line,0.5574712643678161,income,3893
Middle (2-4x),0.4748743718592965,income,3893
Near poverty (1-2x),0.5396825396825397,income,3893
Mexican American,0.495,race,3894
Non-Hispanic Asian,0.2962962962962963,race,3894
Non-Hispanic Black,0.5387596899224806,race,3894
Non-Hispanic White,0.5231910946196661,race,3894
Other Hispanic,0.5845070422535211,race,3894
Other Race - Including Multi-Racial,0.4603174603174603,race,3894
Above 4x poverty line,0.3220338983050847,income,3894
Below poverty line,0.5920245398773006,income,3894
Middle (2-4x),0.48120300751879697,income,3894
Near poverty (1-2x),0.5616797900262467,income,3894
Mexican American,0.475,race,3895
Non-Hispanic Asian,0.30864197530864196,race,3895
Non-Hispanic Black,0.5465116279069767,race,3895
Non-Hispanic White,0.5658627087198516,race,3895
Other Hispanic,0.5352112676056338,race,3895
Other Race - Including Multi-Racial,0.5396825396825397,race,3895
Above 4x poverty line,0.3431952662721893,income,3895
Below poverty line,0.6257668711656442,income,3895
Middle (2-4x),0.48009950248756217,income,3895
Near poverty (1-2x),0.572538860103627,income,3895
Mexican American,0.455,race,3896
Non-Hispanic Asian,0.4074074074074074,race,3896
Non-Hispanic Black,0.6085271317829457,race,3896
Non-Hispanic White,0.5306122448979592,race,3896
Other Hispanic,0.5070422535211268,race,3896
Other Race - Including Multi-Racial,0.5238095238095238,race,3896
Above 4x poverty line,0.3541666666666667,income,3896
Below poverty line,0.6044568245125348,income,3896
Middle (2-4x),0.4833759590792839,income,3896
Near poverty (1-2x),0.5526992287917738,income,3896
Mexican American,0.45,race,3897
Non-Hispanic Asian,0.37037037037037035,race,3897
Non-Hispanic Black,0.5077519379844961,race,3897
Non-Hispanic White,0.5510204081632653,race,3897
Other Hispanic,0.4788732394366197,race,3897
Other Race - Including Multi-Racial,0.6349206349206349,race,3897
Above 4x poverty line,0.32335329341317365,income,3897
Below poverty line,0.5864022662889519,income,3897
Middle (2-4x),0.4627659574468085,income,3897
Near poverty (1-2x),0.5710594315245479,income,3897
Mexican American,0.445,race,3898
Non-Hispanic Asian,0.2716049382716049,race,3898
Non-Hispanic Black,0.5658914728682171,race,3898
Non-Hispanic White,0.5435992578849722,race,3898
Other Hispanic,0.5352112676056338,race,3898
Other Race - Including Multi-Racial,0.5555555555555556,race,3898
Above 4x poverty line,0.32727272727272727,income,3898
Below poverty line,0.5783475783475783,income,3898
Middle (2-4x),0.49333333333333335,income,3898
Near poverty (1-2x),0.5586734693877551,income,3898
Mexican American,0.46,race,3899
Non-Hispanic Asian,0.2962962962962963,race,3899
Non-Hispanic Black,0.5852713178294574,race,3899
Non-Hispanic White,0.5658627087198516,race,3899
Other Hispanic,0.528169014084507,race,3899
Other Race - Including Multi-Racial,0.5873015873015873,race,3899
Above 4x poverty line,0.4127906976744186,income,3899
Below poverty line,0.5965417867435159,income,3899
Middle (2-4x),0.49246231155778897,income,3899
Near poverty (1-2x),0.5737704918032787,income,3899
Mexican American,0.51,race,3900
Non-Hispanic Asian,0.2962962962962963,race,3900
Non-Hispanic Black,0.5697674418604651,race,3900
Non-Hispanic White,0.5658627087198516,race,3900
Other Hispanic,0.5633802816901409,race,3900
Other Race - Including Multi-Racial,0.5238095238095238,race,3900
Above 4x poverty line,0.3904109589041096,income,3900
Below poverty line,0.6138888888888889,income,3900
Middle (2-4x),0.4949748743718593,income,3900
Near poverty (1-2x),0.5699208443271768,income,3900
Mexican American,0.495,race,3901
Non-Hispanic Asian,0.345679012345679,race,3901
Non-Hispanic Black,0.5852713178294574,race,3901
Non-Hispanic White,0.562152133580705,race,3901
Other Hispanic,0.5140845070422535,race,3901
Other Race - Including Multi-Racial,0.5555555555555556,race,3901
Above 4x poverty line,0.3548387096774194,income,3901
Below poverty line,0.6388059701492538,income,3901
Middle (2-4x),0.4583333333333333,income,3901
Near poverty (1-2x),0.5965770171149144,income,3901
Mexican American,0.45,race,3902
Non-Hispanic Asian,0.2716049382716049,race,3902
Non-Hispanic Black,0.5348837209302325,race,3902
Non-Hispanic White,0.5027829313543599,race,3902
Other Hispanic,0.49295774647887325,race,3902
Other Race - Including Multi-Racial,0.5714285714285714,race,3902
Above 4x poverty line,0.30434782608695654,income,3902
Below poverty line,0.5754985754985755,income,3902
Middle (2-4x),0.45931758530183725,income,3902
Near poverty (1-2x),0.5153846153846153,income,3902
Mexican American,0.46,race,3903
Non-Hispanic Asian,0.30864197530864196,race,3903
Non-Hispanic Black,0.5426356589147286,race,3903
Non-Hispanic White,0.5844155844155844,race,3903
Other Hispanic,0.49295774647887325,race,3903
Other Race - Including Multi-Racial,0.5555555555555556,race,3903
Above 4x poverty line,0.3105590062111801,income,3903
Below poverty line,0.5925925925925926,income,3903
Middle (2-4x),0.47075208913649025,income,3903
Near poverty (1-2x),0.6077922077922078,income,3903
Mexican American,0.485,race,3904
Non-Hispanic Asian,0.35802469135802467,race,3904
Non-Hispanic Black,0.562015503875969,race,3904
Non-Hispanic White,0.5139146567717996,race,3904
Other Hispanic,0.5422535211267606,race,3904
Other Race - Including Multi-Racial,0.6349206349206349,race,3904
Above 4x poverty line,0.25925925925925924,income,3904
Below poverty line,0.6288343558282209,income,3904
Middle (2-4x),0.4897959183673469,income,3904
Near poverty (1-2x),0.5824468085106383,income,3904
Mexican American,0.43,race,3905
Non-Hispanic Asian,0.3333333333333333,race,3905
Non-Hispanic Black,0.5852713178294574,race,3905
Non-Hispanic White,0.5584415584415584,race,3905
Other Hispanic,0.5704225352112676,race,3905
Other Race - Including Multi-Racial,0.5555555555555556,race,3905
Above 4x poverty line,0.32679738562091504,income,3905
Below poverty line,0.6059701492537314,income,3905
Middle (2-4x),0.470873786407767,income,3905
Near poverty (1-2x),0.6109660574412533,income,3905
Mexican American,0.415,race,3906
Non-Hispanic Asian,0.32098765432098764,race,3906
Non-Hispanic Black,0.5426356589147286,race,3906
Non-Hispanic White,0.536178107606679,race,3906
Other Hispanic,0.5704225352112676,race,3906
Other Race - Including Multi-Racial,0.47619047619047616,race,3906
Above 4x poverty line,0.2751677852348993,income,3906
Below poverty line,0.5721925133689839,income,3906
Middle (2-4x),0.4727272727272727,income,3906
Near poverty (1-2x),0.5653333333333334,income,3906
Mexican American,0.49,race,3907
Non-Hispanic Asian,0.35802469135802467,race,3907
Non-Hispanic Black,0.5387596899224806,race,3907
Non-Hispanic White,0.5584415584415584,race,3907
Other Hispanic,0.5422535211267606,race,3907
Other Race - Including Multi-Racial,0.5079365079365079,race,3907
Above 4x poverty line,0.3931034482758621,income,3907
Below poverty line,0.6111111111111112,income,3907
Middle (2-4x),0.44862155388471175,income,3907
Near poverty (1-2x),0.5804749340369393,income,3907
Mexican American,0.46,race,3908
Non-Hispanic Asian,0.32098765432098764,race,3908
Non-Hispanic Black,0.6046511627906976,race,3908
Non-Hispanic White,0.5658627087198516,race,3908
Other Hispanic,0.5774647887323944,race,3908
Other Race - Including Multi-Racial,0.5079365079365079,race,3908
Above 4x poverty line,0.3815789473684211,income,3908
Below poverty line,0.6535433070866141,income,3908
Middle (2-4x),0.5026178010471204,income,3908
Near poverty (1-2x),0.5271739130434783,income,3908
Mexican American,0.405,race,3909
Non-Hispanic Asian,0.2716049382716049,race,3909
Non-Hispanic Black,0.5891472868217055,race,3909
Non-Hispanic White,0.5714285714285714,race,3909
Other Hispanic,0.5492957746478874,race,3909
Other Race - Including Multi-Racial,0.5396825396825397,race,3909
Above 4x poverty line,0.37777777777777777,income,3909
Below poverty line,0.5835866261398176,income,3909
Middle (2-4x),0.5115681233933161,income,3909
Near poverty (1-2x),0.561038961038961,income,3909
Mexican American,0.445,race,3910
Non-Hispanic Asian,0.37037037037037035,race,3910
Non-Hispanic Black,0.5503875968992248,race,3910
Non-Hispanic White,0.5677179962894249,race,3910
Other Hispanic,0.5070422535211268,race,3910
Other Race - Including Multi-Racial,0.47619047619047616,race,3910
Above 4x poverty line,0.3772455089820359,income,3910
Below poverty line,0.5748663101604278,income,3910
Middle (2-4x),0.49444444444444446,income,3910
Near poverty (1-2x),0.5575916230366492,income,3910
Mexican American,0.495,race,3911
Non-Hispanic Asian,0.38271604938271603,race,3911
Non-Hispanic Black,0.6085271317829457,race,3911
Non-Hispanic White,0.5176252319109462,race,3911
Other Hispanic,0.5211267605633803,race,3911
Other Race - Including Multi-Racial,0.5555555555555556,race,3911
Above 4x poverty line,0.36477987421383645,income,3911
Below poverty line,0.5765027322404371,income,3911
Middle (2-4x),0.5051282051282051,income,3911
Near poverty (1-2x),0.5679347826086957,income,3911
Mexican American,0.44,race,3912
Non-Hispanic Asian,0.2962962962962963,race,3912
Non-Hispanic Black,0.5193798449612403,race,3912
Non-Hispanic White,0.5510204081632653,race,3912
Other Hispanic,0.647887323943662,race,3912
Other Race - Including Multi-Racial,0.4603174603174603,race,3912
Above 4x poverty line,0.3191489361702128,income,3912
Below poverty line,0.6104294478527608,income,3912
Middle (2-4x),0.4882075471698113,income,3912
Near poverty (1-2x),0.5433673469387755,income,3912
Mexican American,0.455,race,3913
Non-Hispanic Asian,0.3333333333333333,race,3913
Non-Hispanic Black,0.5581395348837209,race,3913
Non-Hispanic White,0.5380333951762524,race,3913
Other Hispanic,0.528169014084507,race,3913
Other Race - Including Multi-Racial,0.5396825396825397,race,3913
Above 4x poverty line,0.33727810650887574,income,3913
Below poverty line,0.5880681818181818,income,3913
Middle (2-4x),0.4876847290640394,income,3913
Near poverty (1-2x),0.5589887640449438,income,3913
Mexican American,0.445,race,3914
Non-Hispanic Asian,0.35802469135802467,race,3914
Non-Hispanic Black,0.5426356589147286,race,3914
Non-Hispanic White,0.562152133580705,race,3914
Other Hispanic,0.4788732394366197,race,3914
Other Race - Including Multi-Racial,0.4444444444444444,race,3914
Above 4x poverty line,0.3509933774834437,income,3914
Below poverty line,0.5897435897435898,income,3914
Middle (2-4x),0.49135802469135803,income,3914
Near poverty (1-2x),0.526595744680851,income,3914
Mexican American,0.45,race,3915
Non-Hispanic Asian,0.35802469135802467,race,3915
Non-Hispanic Black,0.5658914728682171,race,3915
Non-Hispanic White,0.5435992578849722,race,3915
Other Hispanic,0.5,race,3915
Other Race - Including Multi-Racial,0.5238095238095238,race,3915
Above 4x poverty line,0.32919254658385094,income,3915
Below poverty line,0.5761772853185596,income,3915
Middle (2-4x),0.4780361757105943,income,3915
Near poverty (1-2x),0.5775401069518716,income,3915
Mexican American,0.45,race,3916
Non-Hispanic Asian,0.3333333333333333,race,3916
Non-Hispanic Black,0.5775193798449613,race,3916
Non-Hispanic White,0.5269016697588126,race,3916
Other Hispanic,0.5492957746478874,race,3916
Other Race - Including Multi-Racial,0.47619047619047616,race,3916
Above 4x poverty line,0.35403726708074534,income,3916
Below poverty line,0.6096096096096096,income,3916
Middle (2-4x),0.4357142857142857,income,3916
Near poverty (1-2x),0.5826558265582655,income,3916
Mexican American,0.495,race,3917
Non-Hispanic Asian,0.37037037037037035,race,3917
Non-Hispanic Black,0.5658914728682171,race,3917
Non-Hispanic White,0.5157699443413729,race,3917
Other Hispanic,0.5211267605633803,race,3917
Other Race - Including Multi-Racial,0.6031746031746031,race,3917
Above 4x poverty line,0.40764331210191085,income,3917
Below poverty line,0.5685131195335277,income,3917
Middle (2-4x),0.47368421052631576,income,3917
Near poverty (1-2x),0.5651041666666666,income,3917
Mexican American,0.465,race,3918
